genetic,1.11411439917
dna,0.917818620269
nicholas,0.791807929513
aneurysm,0.76730245595
ge,0.747622704026
cells,0.714577031109
fries,0.612384879385
tyco,0.596450678677
yemen,0.563877106527
genes,0.562434131365
ohare,0.553983590511
stem,0.513881119696
laden,0.507258426997
beef,0.506380740915
alcohol,0.496680602617
disease,0.446493083077
coli,0.439366055372
algae,0.438111833717
gene,0.433216490191
scientists,0.41791827403
embryonic,0.38048197094
tax,0.364919174002
saudi,0.349602822443
tribal,0.347749070717
airlines,0.347708377172
sheiks,0.343832704956
al,0.338626803071
planes,0.327209878555
fire,0.323432103484
qaeda,0.320517556237
madrid,0.314320679602
cancer,0.311584191858
afghanistan,0.311571946815
huntingtons,0.311257993736
united,0.301269881295
diversity,0.2990710346
million,0.29737903339
saleh,0.288923161411
sequencing,0.285684277904
mutation,0.271860345128
plant,0.271140352822
company,0.269148847001
research,0.269037671045
companies,0.264700564866
doctors,0.261791195517
flights,0.258673158297
potatoes,0.256588632321
researchers,0.253241573827
democracy,0.245964394819
